Systematic || Standard	cbf1_dmet6_t0	cbf1_dmet6_t2.5	cbf1_dmet6_t5	cbf1_dmet6_t15	cbf1_dmet6_t30	cbf1_dmet6_t45	cbf1_dmet6_t60	cbf1_dmet6_t90	met31_dmet6_t0	met31_dmet6_t2.5	met31_dmet6_t5	met31_dmet6_t15	met31_dmet6_t30	met31_dmet6_t45	met31_dmet6_t60	met31_dmet6_t90	met32_dmet6_t0	met32_dmet6_t2.5	met32_dmet6_t5	met32_dmet6_t15	met32_dmet6_t30	met32_dmet6_t45	met32_dmet6_t60	met32_dmet6_t90	met28_dmet6_t0	met28_dmet6_t2.5	met28_dmet6_t5	met28_dmet6_t15	met28_dmet6_t30	met28_dmet6_t45	met28_dmet6_t60	met28_dmet6_t90	met4_dmet6_t0	met4_dmet6_t2.5	met4_dmet6_t5	met4_dmet6_t15	met4_dmet6_t30	met4_dmet6_t45	met4_dmet6_t60	met4_dmet6_t90	wt_dmet6_t0	wt_dmet6_t2.5	wt_dmet6_t5	wt_dmet6_t15	wt_dmet6_t30	wt_dmet6_t45	wt_dmet6_t60	wt_dmet6_t90
YCR060W || TAH1	0	-0.081757	-0.109902	-0.172821	-0.144323	-0.174014	-0.173623	-0.247282	0	-0.036499	0.007319	-0.107516	-0.101325	-0.141335	-0.178858	-0.243759	0	-0.138324	-0.131647	-0.102484	0.011728	0.386402	0.597547	0.80073	0	-0.075918	-0.093516	-0.134593	0.070223	0.089888	0.302478	0.309686	0	-0.069706	0.001697	-0.233422	-0.104104	-0.18053	-0.105988	-0.29929	0	0	0	0	0	0	0	0
YAL062W || GDH3	0	-0.072666	-0.05114	0.094238	0.642912	0.627997	0.308884	-0.366784	0	0.177755	-0.012663	-0.104393	-0.079505	0.042741	-0.104467	-0.086367	0	0.058179	0.095707	-0.051323	0.414903	0.615621	0.722046	0.814188	0	0.089008	0.119429	0.214944	0.401209	0.230902	0.308067	0.152535	0	0.002134	-0.137554	-0.098819	-0.395672	-0.186474	-0.073642	0.033599	0	0	0	0	0	0	0	0
YLR053C || YLR053C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.096408	0.223992	-0.436812	-0.798103	-0.952769	-0.952769	-1.05494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YAR075W || YAR075W	0	0.237309	0.470888	0.019041	-0.542335	-0.446597	-0.298774	0.453621	0	0	0	0	0	0	0	0	0	0.278347	0.31609	0.271042	0	0	0	0	0	0.144806	0.209363	0.069971	-0.639709	-0.852979	-1.050166	-0.700336	0	0.046407	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YJR152W || DAL5	0	0.151806	-0.034566	0.139897	0.394069	0.568002	0.555765	0.568046	0	-0.114677	-0.109941	-0.026752	-0.23065	-0.054522	-0.103916	-0.117659	0	-0.012333	-0.002673	-0.184238	-0.078555	-0.090167	-0.102087	-0.055686	0	-0.02104	-0.155497	0.021346	-0.408453	-0.559709	-0.775253	-0.948163	0	-0.023406	-0.020669	-0.034624	-0.067122	0.128212	0.335061	0.773032	0	0	0	0	0	0	0	0
YGL126W || SCS3	0	-0.077302	-0.225442	0.166594	-0.120417	0.057947	0.301508	0.572646	0	0.092288	0.045062	-0.091749	-0.128024	-0.186632	-0.169259	-0.195489	0	0.165702	0.107556	0.016407	-0.12043	-0.181846	-0.2645	-0.326912	0	0.125149	0.088877	-0.054477	-0.305268	-0.433606	-0.282804	-0.304153	0	-0.084404	-0.096681	-0.056117	0.051805	0.279394	0.371751	0.151564	0	0	0	0	0	0	0	0
YGL219C || MDM34	0	0.439183	0.074704	0.884798	0.084595	-0.267336	1.837772	-0.056583	0	-0.611103	0.229217	0.227753	0.048744	0.126329	0.36325	0.645121	0	0.070239	0.054017	0.254203	0.02733	-0.23046	-0.056787	-0.113071	0	-0.396393	-0.956116	-0.295863	-0.717271	-0.764723	-0.929719	-0.815813	0	0.02667	-0.090872	0.076825	-0.209944	-0.405211	-0.478103	-0.28967	0	0	0	0	0	0	0	0
YLL053C || YLL053C	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
YOR185C || GSP2	0	0.122843	0.032122	0.161796	0.106656	-0.153408	-0.439032	-0.567984	0	-0.0713	0.005078	0.200961	0.189635	0.105755	0.156302	0.345599	0	-0.146331	-0.074532	-0.004231	0.095798	-0.083357	0.036695	-0.010863	0	-0.029335	0.027006	0.097399	0.10663	-0.009398	0.007767	-0.137339	0	0.10363	0.164062	0.171319	0.278126	0.321047	0.366152	0.34799	0	0	0	0	0	0	0	0
YGL156W || AMS1	0	0.263021	0.281285	0.389221	0.384095	0.008147	-0.504715	-0.585268	0	0.182666	0.084556	0.23569	0.136112	0.199479	0.149628	0.294429	0	-0.053172	0.03915	-0.280709	0.028684	-0.093551	-0.210382	-0.179408	0	0.137855	0.153681	0.154887	0.062325	-0.023468	-0.011535	-0.13894	0	0.009654	0.03318	0.11493	0.131134	0.231792	0.348475	0.385832	0	0	0	0	0	0	0	0
YEL071W || DLD3	0	0.096265	0.063635	0.521196	0.563937	0.083274	-0.65809	-0.970904	0	0.100076	0.15786	0.256342	0.364569	0.483454	0.379486	0.343997	0	0.07721	0.036073	0.115188	0.265509	0.314531	0.318504	0.279343	0	0.053449	0.076301	0.181972	-0.158965	-0.103502	-0.201514	-0.380563	0	0.041465	0.161326	0.211879	0.34396	0.839448	1.069282	1.175321	0	0	0	0	0	0	0	0
YHR117W || TOM71	0	0.285988	0.297453	0.315551	0.350182	0.017148	-0.262219	-0.262524	0	0.047281	0.053448	0.101408	0.170587	0.172002	0.134815	0.248816	0	-0.241418	-0.09675	-0.116746	0.052735	0.059353	0.168799	0.116709	0	0.061318	0.162294	0.028242	-0.055777	-0.169961	-0.102978	-0.21984	0	-0.020975	0.079521	-0.010174	0.062119	0.185233	0.411495	0.562727	0	0	0	0	0	0	0	0
YER067W || RGI1	0	0.286418	0.19063	0.205914	-0.096457	-0.214827	0.058117	-0.217829	0	0.036223	0.374979	0.227182	0.314242	0.230889	0.116273	0.021889	0	-0.251196	-0.11011	-0.056392	-0.060142	-0.257061	-0.23418	-0.362527	0	0.138477	0.132634	-0.327661	-0.275923	-0.216972	-0.164569	-0.21972	0	0.198256	0.29647	0.54501	0.716914	0.388242	0.513689	0.54348	0	0	0	0	0	0	0	0
YNR034W-A || YNR034W-A	0	0.016068	-0.000412	0.203646	-0.28536	-0.459126	-0.196869	-0.300759	0	-0.21132	0.035357	0.130439	0.135848	-0.005124	0.069582	0.02599	0	-0.119207	-0.042799	0.163775	-0.071064	-0.216693	-0.121688	-0.150578	0	-0.022785	-0.107226	-0.183049	-0.21882	-0.182661	-0.156094	-0.135654	0	0.148857	0.236218	0.392788	0.563676	0.456814	0.328097	0.308565	0	0	0	0	0	0	0	0
YDL124W || YDL124W	0	0.069297	-0.007761	0.081704	0.130576	-0.251737	-0.54742	-0.859898	0	-0.097466	-0.161509	-0.068583	-0.228766	-0.262688	-0.353923	-0.205619	0	-0.087128	-0.014211	0.421897	0.258063	0.157056	0.341301	0.450998	0	-0.031183	-0.048904	-0.076419	-0.313057	-0.658698	-0.618076	-0.625478	0	0.001933	-0.072499	0.207218	0.225085	0.333404	0.659946	0.965503	0	0	0	0	0	0	0	0
YCL027C-A || YCL027C-A	0	0.10771	0.076585	-0.164476	-0.52575	-1.025327	-1.915755	-2.629564	0	-0.040093	-0.077261	0.092437	-0.348098	-0.566505	-0.711856	-0.786215	0	-0.105397	-0.003492	0.317629	0.494832	0.222845	0.167207	-0.113563	0	0.039953	0.192614	-0.116203	-0.59115	-1.177672	-1.377141	-1.763217	0	0.000507	0.020782	0.35768	0.89774	1.538729	2.053696	2.500003	0	0	0	0	0	0	0	0
YMR009W || ADI1	0	0.089084	0.133767	0.014607	-0.245355	-0.819168	-1.405801	-1.768332	0	-0.014973	0.077974	0.128466	-0.088866	-0.271829	-0.264302	-0.375035	0	-0.090304	0.062651	0.382565	0.315133	0.268441	0.22512	0.089561	0	-0.111631	0.046219	-0.321728	-0.878223	-1.014844	-1.216283	-1.44912	0	0.051606	0.043553	0.294582	0.522469	0.620264	0.909391	1.20383	0	0	0	0	0	0	0	0
YDL149W || ATG9	0	-0.062935	-0.011408	-0.122059	-0.15146	-0.608032	-0.980338	-1.16835	0	0.019293	-0.055641	0.032133	-0.06522	-0.009994	-0.170758	-0.065975	0	-0.056241	0.103671	0.236077	0.458028	0.367356	0.371439	0.345714	0	0.025271	-0.068885	-0.241322	-0.588068	-0.829079	-0.884761	-1.021324	0	-0.040955	0.026333	0.270883	0.347969	0.429389	0.686525	1.079567	0	0	0	0	0	0	0	0
YPL054W || LEE1	0	0.013071	0.134624	-0.192965	-0.261359	-0.746863	-1.532608	-1.754457	0	0.011072	-0.077394	0.140599	-0.193368	-0.226122	-0.270209	-0.300171	0	-0.005751	0.179296	0.707116	0.835792	0.7162	0.528614	0.462439	0	0.113254	0.145376	-0.267044	-0.492014	-0.61409	-0.759107	-1.195903	0	-0.007408	0.019877	0.114577	0.253239	0.280767	0.757014	1.439595	0	0	0	0	0	0	0	0
YPL274W || SAM3	0	-0.166769	-0.228251	-0.257797	-0.350174	-0.898395	-1.784123	-2.189035	0	-0.022028	-0.183318	-0.004	0.25785	0.546758	0.523425	0.569563	0	0.310728	0.200859	0.402546	0.313776	0.025171	-0.38053	-0.624231	0	0.209662	0.16621	-0.321649	-1.00983	-1.497114	-1.683775	-1.991543	0	0.014168	-0.064362	0.317914	0.694567	0.884223	1.145699	1.94082	0	0	0	0	0	0	0	0
YBR150C || TBS1	0	-0.001221	-0.052269	0.097508	0.084983	-0.224364	-0.668918	-0.683072	0	-0.103148	0.012465	0.055805	-0.065894	-0.022815	-0.116024	-0.071738	0	-0.143981	-0.067426	-0.058642	0.192624	0.164713	0.049195	0.133775	0	-0.098625	-0.135461	-0.324982	-0.564022	-0.697614	-0.831065	-0.930492	0	0.073035	0.054487	0.25664	0.413616	0.605056	0.838225	1.092004	0	0	0	0	0	0	0	0
YER042W || MXR1	0	0.068466	-0.047179	-0.002034	-0.204177	-1.047518	-1.611825	-2.101467	0	-0.085098	0.083566	0.549567	1.006888	1.153567	1.310865	1.376182	0	-0.315983	-0.099535	0.462172	0.770862	0.434	0.267682	-0.277551	0	-0.27737	-0.242641	-0.530713	-1.48987	-1.929926	-2.264515	-2.651062	0	0.130438	0.177044	0.868537	1.769027	2.313259	2.806069	3.300708	0	0	0	0	0	0	0	0
YBR281C || DUG2	0	0.020358	-0.041033	0.017621	-0.020305	-0.445091	-0.883916	-1.049914	0	0.050581	0.025916	0.296283	0.224934	0.383642	0.362036	0.393947	0	0.018196	0.097472	0.367647	0.585683	0.428678	0.430701	0.30216	0	0.038473	-0.018032	-0.280931	-0.879572	-1.111907	-1.120691	-1.261122	0	-0.000366	0.041104	0.324999	0.479294	0.858773	1.176489	1.614167	0	0	0	0	0	0	0	0
YOR184W || SER1	0	0.134448	0.210517	0.183498	0.125593	-0.362563	-0.943766	-0.92187	0	-0.142914	-0.02926	0.178606	0.056462	0.109123	0.020331	0.10638	0	-0.142914	-0.081552	0.466147	0.20473	0.21436	0.205317	0.054904	0	-0.050237	0.06976	-0.055466	-0.246089	-0.186703	-0.294977	-0.468415	0	0.103338	0.182448	0.244462	0.398368	0.577373	0.750423	0.855413	0	0	0	0	0	0	0	0
YDR098C || GRX3	0	0.203141	0.172897	-0.008306	-0.121307	-0.275724	-0.508753	-0.7041	0	-0.115272	0.048915	0.020768	0.027236	-0.032658	-0.005725	0.11422	0	-0.221045	-0.067151	0.0442	-0.062505	-0.102683	0.007637	-0.151686	0	-0.140681	-0.025602	-0.184983	-0.433322	-0.372059	-0.312486	-0.394603	0	0.096202	0.115862	0.14143	0.164233	0.44427	0.697042	0.859556	0	0	0	0	0	0	0	0
YKR034W || DAL80	0	0.040689	-0.17208	-0.161826	0.085099	-0.189336	-0.608226	-0.849337	0	0.067134	-0.079766	0.003332	-0.039209	0.134963	0.162912	0.07235	0	-0.258489	-0.182318	-0.091727	-0.045138	0.181333	0.352143	0.513802	0	-0.061838	-0.111684	-0.021677	-0.323086	-0.535764	-0.763846	-1.08855	0	-0.013306	-0.046138	0.074759	0.085223	0.419594	0.57758	0.629576	0	0	0	0	0	0	0	0
YER092W || IES5	0	-0.161738	-0.124899	-0.085046	-0.26661	-0.398402	-0.581835	-0.670038	0	-0.126863	-0.069091	0.000184	0.091308	0.085852	0.172572	0.215049	0	-0.134304	-0.022795	-0.085717	-0.037186	-0.240397	-0.343921	-0.417503	0	-0.232231	-0.196031	-0.185788	-0.257521	-0.151612	-0.20819	-0.21831	0	0.060745	0.063384	0.12577	0.452248	0.708306	0.883113	0.856208	0	0	0	0	0	0	0	0
YGL184C || STR3	0	0.034968	0.026145	-0.140154	-0.683636	-1.72056	-2.519579	-2.69068	0	0.089816	-0.010009	0.237171	0.203984	0.280584	0.080899	0.317843	0	0.046391	-0.019775	0.077938	-0.308222	-0.841591	-1.110082	-1.506943	0	0.182867	0.311605	-0.3101	-0.956945	-1.402214	-1.563524	-1.804607	0	0.061076	-0.057814	1.921749	2.254861	2.172217	1.985033	1.970296	0	0	0	0	0	0	0	0
YIL047C || SYG1	0	-0.064219	-0.051396	-0.355134	-0.434785	-0.54849	-0.898295	-0.689704	0	0.076994	-0.002332	-0.011559	0.00167	0.057139	0.014673	-0.068482	0	0.318727	0.228666	0.055508	-0.054742	-0.149083	-0.37431	-0.452424	0	0.138445	0.129561	-0.062619	-0.228306	-0.352515	-0.394825	-0.393507	0	-0.018734	-0.107265	0.183918	0.44186	0.783684	0.866239	0.844134	0	0	0	0	0	0	0	0
YNL191W || DUG3	0	0.003566	-0.039153	0.207185	0.430937	-0.09585	-0.605739	-0.895263	0	-0.071763	-0.095393	-0.08105	-0.22711	-0.283862	-0.361193	-0.338095	0	-0.020414	-0.001423	0.289459	-0.136991	-0.506786	-0.680686	-0.810239	0	-0.041694	-0.041571	-0.40205	-0.560172	-0.756171	-0.932479	-1.080429	0	0.003744	-0.059324	0.423554	0.801213	1.194074	1.406431	1.581675	0	0	0	0	0	0	0	0
YHL036W || MUP3	0	0.110001	0.13183	0.591627	0.410633	-0.592424	-1.363152	-1.858618	0	0.032137	0.148403	0.118277	0.054076	-0.129972	-0.224218	-0.326029	0	0.15328	0.202921	0.297752	-0.187351	-0.349865	-0.601605	-0.65367	0	0.176061	0.32375	-0.234424	-0.408322	-0.733444	-0.843597	-1.058358	0	-0.03183	0.176031	2.056653	2.448633	2.650117	2.737233	2.671321	0	0	0	0	0	0	0	0
YJL060W || BNA3	0	0.032605	0.102227	0.509965	0.862567	0.099905	-0.659016	-1.187658	0	0.16632	0.205211	0.138886	0.052528	0.115671	0.066916	-0.033475	0	0.229389	0.203115	0.320223	-0.131669	-0.274712	-0.430677	-0.621211	0	0.145651	0.157255	0.006029	-0.508573	-0.87788	-0.890828	-1.01018	0	-0.010564	0.003207	0.779412	1.814701	2.382503	2.674149	2.683958	0	0	0	0	0	0	0	0
YAL012W || CYS3	0	0.141893	0.381274	0.523988	0.985815	0.448241	-0.695158	-1.822774	0	0.126506	0.062604	0.087514	-0.077039	-0.172536	-0.176316	-0.384938	0	0.027048	0.119951	0.479609	-0.295449	-0.349599	-0.429942	-0.549639	0	0.149116	0.226552	0.042747	-0.13853	-0.134833	-0.386593	-0.725447	0	-0.007355	0.052459	0.999226	1.996625	2.567553	2.843219	3.154488	0	0	0	0	0	0	0	0
YDR254W || CHL4	0	0.082724	0.07992	0.541972	0.477614	0.137779	-0.137442	-0.280584	0	-0.06481	0.109369	0.17004	0.195125	0.138209	0.061083	0.076474	0	-0.05802	0.020996	0.117727	0.036009	-0.143634	-0.199458	-0.237942	0	-0.126997	-0.023436	-0.125205	-0.227477	-0.274169	-0.355945	-0.413052	0	0.087533	0.130912	0.388796	0.776448	1.103221	1.399687	1.3126	0	0	0	0	0	0	0	0
YLR180W || SAM1	0	0.038245	0.003445	0.123126	0.109731	-0.419391	-0.883961	-1.724884	0	0.04802	0.053089	0.280793	0.414831	0.402589	0.340575	0.111238	0	-0.034536	-0.056419	0.263603	0.019548	0.034637	-0.145803	-0.4103	0	0.110197	0.013729	0.027861	-0.367652	-0.708857	-0.872737	-1.214296	0	-0.071984	-0.123298	0.704205	1.60315	2.122667	2.391059	2.859088	0	0	0	0	0	0	0	0
YLR179C || YLR179C	0	0.200037	0.231045	-0.058131	0.169961	-0.27385	-0.497034	-0.913165	0	-0.169065	0.060151	0.323231	0.481545	0.52889	0.5466	0.577913	0	0.024954	0.023528	0.048165	0.336208	0.317842	0.306561	0.073262	0	-0.167629	0.061397	-0.205856	-0.291877	-0.534385	-0.61024	-0.882296	0	0.006366	0.090997	0.408055	1.194096	1.776332	2.235605	2.502943	0	0	0	0	0	0	0	0
YGR055W || MUP1	0	-0.049601	0.078797	-0.464703	-1.037803	-1.914697	-2.792992	-3.078396	0	0.16853	0.152315	0.795941	1.216526	1.302967	1.24269	1.186533	0	0.346885	0.25896	1.368783	1.151073	0.933604	0.702364	0.565442	0	0.226532	0.292051	-0.221	-0.974085	-1.420538	-1.719037	-2.046295	0	0.069625	0.229305	3.408531	4.370739	5.286685	6.114375	6.877275	0	0	0	0	0	0	0	0
YLL062C || MHT1	0	-0.089289	-0.079608	-0.278502	-0.463209	-1.255942	-2.128952	-2.579986	0	0.006687	-0.066703	-0.035425	-0.354981	-0.495678	-0.732071	-0.788953	0	0.080247	0.115202	0.790157	0.927724	0.682529	0.516921	0.321796	0	0.067392	-0.052916	-0.291388	-0.868833	-1.371747	-1.489209	-1.838089	0	-0.036094	0.051922	1.306403	2.458736	3.57074	4.342637	4.922224	0	0	0	0	0	0	0	0
YLL061W || MMP1	0	-0.180071	-0.182683	-0.43008	-0.653175	-1.213885	-1.970376	-2.529431	0	0.079844	0.026886	-0.035407	-0.100481	-0.264284	-0.456462	-0.82515	0	0.124973	-0.01951	0.382884	0.659796	0.486664	0.284981	0.004951	0	-0.188537	-0.357064	-0.474618	-0.959562	-1.353622	-1.594185	-1.90748	0	-0.015165	0.031319	1.715098	3.489381	4.726648	5.480932	6.233228	0	0	0	0	0	0	0	0
YIL046W || MET30	0	0.071452	-0.097198	-0.251792	-0.254357	-0.62344	-1.005905	-1.039137	0	0.141992	0.103755	0.014642	0.035778	0.039867	0.000871	0.005437	0	-0.187779	-0.113979	-0.264285	-0.170104	-0.306835	-0.396832	-0.312777	0	0.183239	0.128253	-0.042677	-0.184219	-0.334052	-0.399183	-0.457461	0	-0.006257	0.141771	0.211305	0.944855	1.149001	1.508886	1.440787	0	0	0	0	0	0	0	0
YDR502C || SAM2	0	0.135713	0.115194	-0.053518	-0.296383	-0.995998	-2.170473	-2.45186	0	0.05778	0.009581	0.154156	-0.109347	-0.102338	-0.248723	-0.252439	0	0.069884	0.104533	0.466112	-0.00231	-0.216271	-0.236752	-0.414857	0	0.229158	0.294207	0.213819	-0.232355	-0.361321	-0.476156	-0.690479	0	0.030665	0.109857	0.743704	1.658819	2.336628	2.68834	2.842588	0	0	0	0	0	0	0	0
YJL101C || GSH1	0	0.249473	0.295637	0.280664	0.077606	-0.676008	-1.251413	-1.156311	0	0.457325	0.3283	0.351247	0.157558	0.122779	-0.06063	0.042819	0	0.032536	0.142483	0.198892	0.326635	0.124049	0.110427	-0.031343	0	0.160841	0.284116	0.209439	0.040492	-0.235372	-0.162532	-0.127148	0	0.058232	0.164571	0.467687	1.058861	1.445075	1.723152	1.676394	0	0	0	0	0	0	0	0
YLR001C || YLR001C	0	0.046783	0.046283	-0.028857	-0.11552	-0.235299	-0.339427	-0.223151	0	0.053708	-0.009432	0.054969	-0.00332	0.011732	-0.034898	0.049686	0	-0.101991	-0.011096	0.092165	0.127699	0.016126	-0.032863	-0.065976	0	0.011642	0.101859	-0.029867	-0.118956	-0.098601	-0.046658	-0.087696	0	-0.005196	0.026369	0.192433	0.33866	0.405592	0.488401	0.571729	0	0	0	0	0	0	0	0
YNL140C || YNL140C	0	0.018253	-0.034485	-0.094878	-0.111772	-0.142608	-0.251814	-0.213136	0	0.179134	-0.017668	0.078572	0.025649	0.032406	0.018374	-0.025472	0	-0.084644	-0.190232	0.045341	0.028792	0.03656	-0.07913	0.050517	0	0.057326	0.004947	0.000393	-0.052043	-0.030232	-0.041214	-0.030443	0	0.00367	0.088636	0.081839	0.143281	0.104623	0.148044	0.210746	0	0	0	0	0	0	0	0
YLR044C || PDC1	0	-0.087546	-0.272744	-0.351567	-0.191851	-0.283745	-0.384597	-0.37659	0	0.037042	-0.112921	-0.137602	0.083532	0.074143	0.009912	-0.176937	0	0.073245	-0.025289	-0.13241	0.339053	0.266226	0.096083	0.282923	0	0.143657	0.071211	-0.073772	-0.059099	-0.175498	-0.157644	-0.28264	0	0.019274	0.029209	-0.14808	0.147786	0.486201	0.252778	0.034877	0	0	0	0	0	0	0	0
YML131W || YML131W	0	-0.058946	-0.065337	-0.02528	-0.157693	-0.030042	0.215272	-0.185376	0	-0.105938	-0.050425	-0.027873	-0.146169	-0.052449	0.079766	-0.058905	0	0.28289	0.161893	0.201333	0.147772	0.195341	0.249616	0.209447	0	-0.028972	0.015943	0.131078	-0.057081	0.046587	-0.154187	-0.174921	0	-0.022788	-0.079824	-0.15377	-0.178201	-0.14969	-0.035534	0.565112	0	0	0	0	0	0	0	0
YKR066C || CCP1	0	-0.173146	-0.097166	-0.097249	-0.154593	-0.130886	-0.064811	-0.429685	0	-0.024006	0.069947	0.009084	-0.020176	-0.052186	-0.02676	-0.029436	0	0.30748	0.188849	0.166338	0.065766	0.177801	0.081124	0.134131	0	-0.037123	-0.086978	-0.071365	-0.088439	-0.11375	-0.257348	-0.278985	0	-0.013803	-0.114871	-0.043102	-0.098049	0.030345	0.072726	0.443771	0	0	0	0	0	0	0	0
YGR254W || ENO1	0	0.176505	0.253122	0.223952	0.520813	0.165125	-0.238488	-0.763567	0	0.223014	0.167815	0.097888	0.098496	-0.079932	-0.089316	-0.299773	0	0.260768	0.291855	0.495827	0.580937	0.67281	0.661798	0.676089	0	0.128893	0.087958	-0.009897	-0.220592	-0.545741	-0.793549	-0.862756	0	0.061377	0.211236	0.266801	0.075339	0.049831	0.145032	0.235883	0	0	0	0	0	0	0	0
YOL019W || YOL019W	0	0.092825	0.083866	0.005581	0.071424	-0.152104	-0.640235	-0.646902	0	0.15462	-0.190924	-0.074948	-0.192135	-0.194838	-0.209499	-0.265131	0	0.147648	0.112892	0.25956	0.320138	0.398238	0.439387	0.483584	0	0.14381	-0.034149	-0.033997	-0.422985	-0.728795	-0.788284	-1.023506	0	-0.07428	-0.160274	0.098958	-0.079965	0.077302	0.131219	0.36572	0	0	0	0	0	0	0	0
YOR230W || WTM1	0	-0.025644	0.072986	0.090072	0.00079	-0.31284	-0.778723	-0.825921	0	-0.002443	-0.182322	-0.08218	-0.232856	-0.167148	-0.131033	-0.411134	0	0.16849	0.05262	0.621781	0.195429	0.372455	0.393139	0.396271	0	0.291387	0.10065	0.198253	-0.132782	-0.347263	-0.580645	-0.829685	0	0.005723	-0.101477	0.01951	0.089529	0.124695	0.122897	0.717449	0	0	0	0	0	0	0	0
YBR296C || PHO89	0	0.03858	0.076243	-0.071754	-0.559822	-0.652983	-1.037186	-1.32307	0	0.231734	0.123485	0.041345	-0.222862	-0.270253	-0.302273	-0.124508	0	0.15563	0.275787	0.698498	0.901989	1.085396	1.060588	1.044947	0	0.225251	0.228317	0.146332	-0.251201	-0.468433	-0.694538	-0.877645	0	0.035417	0.01167	0.043646	-0.129145	-0.196398	-0.246373	0.734518	0	0	0	0	0	0	0	0
YFL056C || AAD6	0	-0.103012	-0.063468	-0.330409	-0.478531	-0.659326	-0.881907	-0.788797	0	0.488989	0.437843	0.348448	0.080124	-0.128177	-0.212115	-0.225915	0	0.215874	0.199966	0.181339	0.662477	1.030397	1.142198	1.175343	0	0.14241	-0.026016	-0.046997	-0.337673	-0.448448	-0.69864	-0.391474	0	-0.091087	-0.120912	-0.216887	-0.31489	0.055943	0.427486	0.980909	0	0	0	0	0	0	0	0
YFL057C || AAD16	0	-0.077176	-0.065547	-0.225909	-0.315638	-0.389031	-0.437448	-0.545589	0	0.095111	-0.064056	-0.100378	-0.228172	-0.29052	-0.435366	-0.649366	0	0.149287	0.114432	0.115428	0.523491	0.746907	0.704823	0.68978	0	0.048208	-0.069589	-0.024081	-0.223269	-0.343148	-0.347151	-0.405288	0	-0.057055	-0.146924	-0.051028	-0.078805	0.045585	0.225254	0.447878	0	0	0	0	0	0	0	0
YKL218C || SRY1	0	-0.078155	-0.182861	-0.221488	-0.401269	-0.590345	-0.624588	-0.671583	0	-0.116033	-0.005528	0.041552	-0.053416	0.096815	0.031129	0.088054	0	-0.035685	-0.024241	0.411965	0.419349	0.685433	0.906893	1.022752	0	-0.168692	-0.082014	-0.154137	-0.3669	-0.405777	-0.52508	-0.623637	0	0.077514	0.024314	0.115804	0.15063	0.132225	0.146075	0.36966	0	0	0	0	0	0	0	0
YIL164C || NIT1	0	-0.177871	-0.217976	-0.359276	-0.549662	-0.709912	-0.733635	-1.149268	0	-0.005383	-0.009541	-0.162687	-0.10156	-0.129144	-0.22008	-0.431956	0	0.159401	0.020793	0.357803	0.960006	1.158664	1.268577	1.252014	0	-0.07313	-0.251859	-0.476138	-0.720814	-0.642994	-0.994359	-1.208297	0	-0.10055	-0.187555	-0.30876	0.111524	0.214722	0.383977	0.556461	0	0	0	0	0	0	0	0
YIL165C || YIL165C	0	-0.128456	-0.092297	-0.247906	-0.544892	-0.820495	-1.084151	-1.529438	0	-0.055991	-0.029264	-0.105165	-0.166565	-0.308283	-0.482264	-0.794663	0	0.098849	0.02551	0.585035	1.148407	1.384496	1.590339	1.565845	0	-0.053091	-0.20469	-0.332976	-0.798192	-0.782336	-1.130137	-1.381195	0	0.017204	-0.107808	-0.07829	0.180459	0.32904	0.467582	0.682117	0	0	0	0	0	0	0	0
YHR174W || ENO2	0	0.094707	0.072365	-0.294148	-0.240624	-0.481979	-0.867581	-0.90925	0	0.139303	0.083931	-0.019234	0.168306	-0.045479	-0.01317	-0.310129	0	0.321165	0.238629	0.371362	0.611232	0.683414	0.650602	0.529937	0	0.219262	0.177023	-0.164972	-0.207142	-0.423915	-0.783942	-0.703646	0	0.063912	0.157496	0.050533	0.230463	0.469184	0.623484	0.388682	0	0	0	0	0	0	0	0
YJL212C || OPT1	0	-0.072876	-0.246529	-0.745778	-0.989151	-1.220239	-1.545958	-2.238997	0	0.682389	0.464551	0.516991	0.289425	0.180068	0.012042	-0.194195	0	0.203866	0.290764	2.0367	2.130452	1.93769	1.895688	1.696321	0	0.055371	-0.212839	-0.850305	-1.028286	-0.9701	-1.241744	-1.676671	0	-0.005446	-0.0394	-0.812986	0.378695	1.07368	1.517263	1.883014	0	0	0	0	0	0	0	0
YLR364W || GRX8	0	-0.118668	-0.234076	-0.395544	-0.696547	-1.095902	-1.886079	-2.543959	0	-0.24962	-0.222006	-0.116545	-0.360605	-0.629927	-0.664688	-0.757059	0	-0.165122	-0.078311	1.122769	1.756502	1.771117	1.853451	1.776657	0	-0.124621	-0.076051	-0.411448	-0.906779	-1.134674	-1.424111	-1.725345	0	0.01794	0.15986	0.109123	0.33024	1.535042	2.261358	2.947663	0	0	0	0	0	0	0	0
